Id;Timestamp;MMSI;Class;Vessel_IMO
356;2020-11-18 00:00:03;246555000;Class A;9341768
357;2020-11-18 00:00:03;219001549;Class A;\N
358;2020-11-18 00:00:03;219004266;Class A;\N
359;2020-11-18 00:00:03;209869000;Class A;\N
360;2020-11-18 00:00:03;636018545;Class A;9834337
361;2020-11-18 00:00:03;219025976;Class A;\N
362;2020-11-18 00:00:03;219001459;Class A;8705620
363;2020-11-18 00:00:03;219047000;Class A;9122978
364;2020-11-18 00:00:03;265547250;Class A;7947192
365;2020-11-18 00:00:03;250002033;Class A;9527659
366;2020-11-18 00:00:03;219661000;Class A;8131130
367;2020-11-18 00:00:03;219435000;Class A;9274848
368;2020-11-18 00:00:03;219025740;Class A;\N
369;2020-11-18 00:00:03;219018258;Class A;\N
370;2020-11-18 00:00:03;266254000;Class A;8705890
371;2020-11-18 00:00:03;265041000;Class A;9007128
372;2020-11-18 00:00:03;219000603;Class A;9189380
373;2020-11-18 00:00:03;248524000;Class A;9246621
374;2020-11-18 00:00:03;219000907;Class A;\N
375;2020-11-18 00:00:03;220259000;Class A;9292852
376;2020-11-18 00:00:03;219013964;Class A;5289883
377;2020-11-18 00:00:03;257018000;Class A;9598622
378;2020-11-18 00:00:03;219003103;Class A;\N
379;2020-11-18 00:00:03;219536000;Class A;\N
380;2020-11-18 00:00:03;246476000;Class A;9226164
381;2020-11-18 00:00:03;992191530;AtoN;\N
382;2020-11-18 00:00:03;636018844;Class A;9618824
383;2020-11-18 00:00:03;218706000;Class A;8915902
384;2020-11-18 00:00:03;304846000;Class A;9197521
385;2020-11-18 00:00:03;636091917;Class A;9497452
386;2020-11-18 00:00:03;219000584;Class A;9178185
387;2020-11-18 00:00:03;311000929;Class A;\N
388;2020-11-18 00:00:03;219016615;Class A;\N
389;2020-11-18 00:00:03;357909000;Class A;9618680
390;2020-11-18 00:00:03;219019278;Class B;\N
391;2020-11-18 00:00:03;220079000;Class A;\N
392;2020-11-18 00:00:03;236608000;Class A;9474395
393;2020-11-18 00:00:03;246824000;Class A;9419321
394;2020-11-18 00:00:03;219002493;Class A;6815976
395;2020-11-18 00:00:03;220223000;Class A;9259501
396;2020-11-18 00:00:03;266440000;Class A;9227431
397;2020-11-18 00:00:03;244813000;Class A;\N
398;2020-11-18 00:00:03;266057000;Class A;\N
399;2020-11-18 00:00:03;265650970;Class A;9544310
400;2020-11-18 00:00:03;209867000;Class A;8818300
401;2020-11-18 00:00:03;219027804;Class A;\N
403;2020-11-18 00:00:03;257349500;Class A;8612770
404;2020-11-18 00:00:03;220079000;Class A;\N
405;2020-11-18 00:00:03;244130689;Class A;9443554
406;2020-11-18 00:00:03;219020187;Class A;\N
407;2020-11-18 00:00:03;231701000;Class A;9274666
408;2020-11-18 00:00:03;256174000;Class A;9350850
409;2020-11-18 00:00:03;265463000;Class A;9133915
410;2020-11-18 00:00:03;219009738;Class A;\N
411;2020-11-18 00:00:03;219022257;Class A;\N
412;2020-11-18 00:00:03;219083000;Class A;9221267
413;2020-11-18 00:00:03;563093300;Class A;\N
414;2020-11-18 00:00:03;244291000;Class A;9440605
415;2020-11-18 00:00:03;212008000;Class A;9398773
416;2020-11-18 00:00:03;210169000;Class A;9584865
417;2020-11-18 00:00:03;265527470;Class A;\N
418;2020-11-18 00:00:03;266266000;Class A;9371878
419;2020-11-18 00:00:03;265797590;Class A;\N
420;2020-11-18 00:00:03;219009135;Class A;\N
421;2020-11-18 00:00:03;219018811;Class A;9008665
422;2020-11-18 00:00:03;219026443;Class A;\N
423;2020-11-18 00:00:03;265779630;Class A;\N
424;2020-11-18 00:00:03;219000618;Class A;\N
425;2020-11-18 00:00:03;236213000;Class A;9268241
426;2020-11-18 00:00:03;219022614;Class B;\N
427;2020-11-18 00:00:03;219005904;Class A;\N
428;2020-11-18 00:00:03;244190093;Class A;8205785
429;2020-11-18 00:00:03;209664000;Class A;9167344
430;2020-11-18 00:00:03;244678000;Class A;9393345
432;2020-11-18 00:00:03;219948000;Class A;9244049
433;2020-11-18 00:00:03;565359000;Class A;9433626
434;2020-11-18 00:00:03;219022256;Class A;\N
435;2020-11-18 00:00:03;250000962;Class A;9344526
436;2020-11-18 00:00:03;265522230;Class A;8311481
437;2020-11-18 00:00:03;220010000;Class A;9632090
438;2020-11-18 00:00:03;219024784;Class A;\N
439;2020-11-18 00:00:03;219019887;Class A;9692806
440;2020-11-18 00:00:03;220304000;Class A;\N
441;2020-11-18 00:00:03;250105600;Class A;9281982
442;2020-11-18 00:00:03;266331000;Class A;9145176
443;2020-11-18 00:00:03;230011000;Class A;9195810
444;2020-11-18 00:00:03;2190048;Base Station;\N
445;2020-11-18 00:00:03;266343000;Class A;9235517
446;2020-11-18 00:00:03;219013391;Class B;\N
447;2020-11-18 00:00:03;219023945;Class A;\N
448;2020-11-18 00:00:03;219777000;Class A;7236311
449;2020-11-18 00:00:03;219381000;Class A;\N
450;2020-11-18 00:00:03;244645000;Class A;9808871
451;2020-11-18 00:00:04;219026000;Class A;9812107
452;2020-11-18 00:00:04;219001061;Class A;9111199
453;2020-11-18 00:00:04;219017582;Class A;\N
454;2020-11-18 00:00:04;219000809;Class A;9129782
455;2020-11-18 00:00:04;265411000;Class A;9087350
456;2020-11-18 00:00:04;235099967;Class A;\N
457;2020-11-18 00:00:04;230632000;Class A;9468932
458;2020-11-18 00:00:04;265177000;Class A;7907245
459;2020-11-18 00:00:04;219000818;Class A;8934910
460;2020-11-18 00:00:04;259488000;Class A;9165487
461;2020-11-18 00:00:04;219004043;Class A;\N
462;2020-11-18 00:00:04;219013226;Class A;\N
463;2020-11-18 00:00:04;277560000;Class A;9188245
464;2020-11-18 00:00:04;219027771;Class A;\N
465;2020-11-18 00:00:04;219024177;Class A;\N
466;2020-11-18 00:00:04;219007705;Class A;\N
467;2020-11-18 00:00:04;219000333;Class A;\N
468;2020-11-18 00:00:04;375103000;Class A;8410316
469;2020-11-18 00:00:04;220273000;Class A;9111204
470;2020-11-18 00:00:04;211149000;Class A;8703232
471;2020-11-18 00:00:04;265507770;Class A;8634417
473;2020-11-18 00:00:04;219000543;Class A;9170559
474;2020-11-18 00:00:04;219762000;Class A;6905355
475;2020-11-18 00:00:04;219001749;Class A;\N
476;2020-11-18 00:00:04;219020187;Class A;\N
477;2020-11-18 00:00:04;992191524;AtoN;\N
478;2020-11-18 00:00:04;265663280;Class A;\N
479;2020-11-18 00:00:04;211609560;Class A;\N
480;2020-11-18 00:00:04;219021176;Class A;\N
481;2020-11-18 00:00:04;305184000;Class A;8817370
482;2020-11-18 00:00:04;259893000;Class A;9222390
483;2020-11-18 00:00:04;219006622;Class A;\N
484;2020-11-18 00:00:04;266148000;Class A;\N
485;2020-11-18 00:00:04;219018486;Class A;\N
486;2020-11-18 00:00:04;219001604;Class A;\N
487;2020-11-18 00:00:04;219009591;Class A;\N
488;2020-11-18 00:00:04;265705100;Class A;\N
489;2020-11-18 00:00:04;211227530;Class A;\N
490;2020-11-18 00:00:04;220124000;Class A;7822421
491;2020-11-18 00:00:04;219006382;Class A;\N
492;2020-11-18 00:00:04;244130526;Class A;\N
493;2020-11-18 00:00:04;246371000;Class A;9313802
494;2020-11-18 00:00:04;220614000;Class A;9327487
495;2020-11-18 00:00:04;219000762;Class A;9107875
496;2020-11-18 00:00:04;257120500;Class A;9383833
497;2020-11-18 00:00:04;219007456;Class A;\N
498;2020-11-18 00:00:04;246854000;Class A;9625229
499;2020-11-18 00:00:04;219018009;Class A;9681302
500;2020-11-18 00:00:04;265781000;Class A;\N
501;2020-11-18 00:00:04;354749000;Class A;8104541
502;2020-11-18 00:00:04;219002838;Class A;\N
503;2020-11-18 00:00:04;230948000;Class A;9250098
504;2020-11-18 00:00:04;219016759;Class A;\N
505;2020-11-18 00:00:04;219191000;Class A;8503967
506;2020-11-18 00:00:04;219013977;Class A;\N
507;2020-11-18 00:00:04;219003452;Class A;\N
508;2020-11-18 00:00:04;219000166;Class A;\N
509;2020-11-18 00:00:04;314036000;Class A;9557381
510;2020-11-18 00:00:04;245391000;Class A;9467184
511;2020-11-18 00:00:04;219022000;Class A;9212682
512;2020-11-18 00:00:04;211750690;Class A;9280110
513;2020-11-18 00:00:04;220356000;Class A;\N
514;2020-11-18 00:00:04;219024676;Class A;\N
515;2020-11-18 00:00:04;219005513;Class A;\N
516;2020-11-18 00:00:04;219011867;Class A;\N
517;2020-11-18 00:00:04;258812000;Class A;9318955
518;2020-11-18 00:00:04;249810000;Class A;9346407
519;2020-11-18 00:00:04;219001211;Class A;8955122
520;2020-11-18 00:00:04;219010873;Class A;\N
521;2020-11-18 00:00:04;249127000;Class A;7020231
522;2020-11-18 00:00:04;265577480;Class A;8409070
524;2020-11-18 00:00:04;265781000;Class A;\N
525;2020-11-18 00:00:04;273343810;Class A;9216482
526;2020-11-18 00:00:04;265859000;Class A;8317954
529;2020-11-18 00:00:04;266199000;Class A;8805468
530;2020-11-18 00:00:04;220490000;Class A;9417660
531;2020-11-18 00:00:04;219905000;Class A;\N
532;2020-11-18 00:00:04;219997000;Class A;9250969
533;2020-11-18 00:00:04;265509950;Class A;9185102
534;2020-11-18 00:00:04;219011953;Class A;\N
535;2020-11-18 00:00:04;220307000;Class A;8743581
